id,price
0,59.877506064998855
1,100.25244875163105
2,90.86901076390338
3,82.11043084152803
4,141.39685055898934
5,226.94602142075405
6,212.66229112337206
7,137.38221304285383
8,160.48097079525024
9,64.23024702979369
10,192.7413090077556
11,195.86828423713578
12,95.44439829656977
13,136.75023602954556
14,447.22497380034
15,65.03540264474987
16,119.90905563640341
17,170.95234599218105
18,129.21228872133582
19,112.83398758768286
20,266.4358323417544
21,119.14802142231775
22,194.25815350513682
23,209.76286662957847
24,133.95336663687118
25,210.50404906779568
26,119.02874875861991
27,115.54590892661956
28,120.73388664736191
29,211.7996466873706
30,198.05322306100163
31,71.66123562289712
32,124.27227984891289
33,149.7845394984604
34,249.64999802028902
35,122.55578554532322
36,227.3161762030424
37,186.72747419566153
38,271.7108134659901
39,191.9538845431478
40,75.32668875829488
41,139.2069667726092
42,145.21259136773443
43,327.6556402343382
44,209.2059923726373
45,197.0342167123991
46,213.2415645693195
47,75.26711914097913
48,66.38793103309092
49,239.41058471043783
50,110.71279184321178
51,207.38533747272805
52,80.69245497890763
53,48.65892315231548
54,125.30704426030925
55,183.68867343671647
56,160.08967725241914
57,113.27490573822168
58,117.781905267137
59,206.34225643046028
60,314.1216369131156
61,335.57807329053185
62,80.43403650321615
63,117.40496564905085
64,213.3174645759317
65,128.28734961278323
66,176.54563520469486
67,127.40622528775529
68,125.28781874183616
69,368.1727883996927
70,124.98875146835988
71,441.0108779377092
72,138.6558768610036
73,141.72000954306566
74,192.77160416793106
75,55.70407647230161
76,226.71847706077924
77,186.0453539624479
78,107.43025971336556
79,159.49062859688644
80,131.21124826622062
81,56.67697787513589
82,120.0305657995554
83,99.71591147361161
84,228.2467360135439
85,168.5256826597052
86,57.74581241101339
87,132.58505203475661
88,210.46079382120192
89,179.0089746145686
90,271.5967233742988
91,121.61203533517302
92,198.04754105562878
93,121.31829727458037
94,147.33799176806144
95,242.0800820973818
96,109.81306728570559
97,101.26607197198904
98,141.56202481394922
99,134.63753016600378
100,179.17166186594002
101,151.6951484518366
102,193.61720284910234
103,174.22670478224757
104,150.24300143570593
105,88.28077783349592
106,139.04931736830844
107,142.49519460046625
108,172.0571957362735
109,135.67056242984611
110,132.96172889977345
111,89.05900686376252
112,245.33527035621717
113,161.44502488584325
114,92.33289894542237
115,141.2876003485262
116,219.70951949768414
117,109.47893548508674
118,64.19008919912872
119,87.04920799023266
120,254.1522613118713
121,205.91910061181557
122,114.89902342243616
123,97.55837951180602
124,146.10368312836846
125,197.99887712134768
126,349.0884999834914
127,222.2653768398202
128,122.34009759235576
129,92.26809512896239
130,129.21468821144754
131,142.61518232093007
132,183.84636341445366
133,160.21102110277795
134,78.83502138740866
135,294.0723921181545
136,320.46117190976344
137,60.1442560957381
